cumPktCount,burstNum,burstSize,pktsBurst,pktsFlow,maxBytesFlow,fractionFlowBytes
4639,1395,9243,10,1,1504,0.162717732338
4640,1396,1504,1,1,1504,1.0
4645,1397,4608,5,1,1504,0.326388888889
4651,1398,6548,6,1,1504,0.22968845449
4655,1399,4847,4,1,1504,0.310295027852
4656,1400,1444,1,1,1444,1.0
4669,1401,12384,13,2,3008,0.242894056848
4684,1402,9535,15,2,3008,0.315469323545
4685,1403,1504,1,1,1504,1.0
4686,1404,1504,1,1,1504,1.0
4689,1405,162,3,1,56,0.345679012346
4692,1406,3058,3,1,1504,0.491824722041
4698,1407,1900,6,1,1504,0.791578947368
4699,1408,50,1,1,50,1.0
4701,1409,136,2,1,80,0.588235294118
4702,1410,1504,1,1,1504,1.0
4704,1411,251,2,1,205,0.816733067729
4706,1412,1500,2,1,1444,0.962666666667
4709,1413,1644,3,1,1504,0.914841849148
4710,1414,1504,1,1,1504,1.0
4711,1415,1404,1,1,1404,1.0
4712,1416,1504,1,1,1504,1.0
4713,1417,52,1,1,52,1.0
4714,1418,1504,1,1,1504,1.0
4718,1419,6016,4,3,4512,0.75
4726,1420,1950,8,1,1504,0.771282051282
4735,1421,2041,9,1,1504,0.736893679569
4736,1422,64,1,1,64,1.0
4737,1423,1504,1,1,1504,1.0
4738,1424,46,1,1,46,1.0
4739,1425,75,1,1,75,1.0
4740,1426,56,1,1,56,1.0
4743,1427,1705,3,1,1504,0.88211143695
4744,1428,56,1,1,56,1.0
4746,1429,1390,2,1,1344,0.96690647482
4747,1430,1504,1,1,1504,1.0
4749,1431,102,2,1,56,0.549019607843
4750,1432,1484,1,1,1484,1.0
4751,1433,1344,1,1,1344,1.0
4760,1434,5727,9,1,1504,0.262615680112
4766,1435,3166,6,1,1504,0.475047378395
4767,1436,1344,1,1,1344,1.0
4768,1437,556,1,1,556,1.0
4770,1438,1560,2,1,1504,0.964102564103
4771,1439,1504,1,1,1504,1.0
4772,1440,1504,1,1,1504,1.0
4773,1441,56,1,1,56,1.0
4782,1442,4672,9,1,1504,0.321917808219
4786,1443,1670,4,1,1504,0.900598802395
4789,1444,1544,3,1,1404,0.90932642487
4793,1445,2115,4,1,1404,0.663829787234
4794,1446,1504,1,1,1504,1.0
4795,1447,74,1,1,74,1.0
4796,1448,68,1,1,68,1.0
4797,1449,1404,1,1,1404,1.0
4798,1450,1504,1,1,1504,1.0
4810,1451,8213,12,2,3000,0.365274564714
4811,1452,1504,1,1,1504,1.0
4814,1453,1903,3,1,1404,0.737782448765
4815,1454,56,1,1,56,1.0
4820,1455,4770,5,2,3008,0.630607966457
4821,1456,56,1,1,56,1.0
4829,1457,6282,8,2,3008,0.478828398599
4837,1458,6002,8,1,1504,0.250583138954
4843,1459,4670,6,1,1504,0.322055674518
4845,1460,1572,2,1,1504,0.956743002545
4850,1461,4097,5,1,1504,0.367097876495
4852,1462,1628,2,1,1504,0.923832923833
4855,1463,3100,3,1,1504,0.485161290323
4859,1464,1706,4,1,1504,0.881594372802
4860,1465,1504,1,1,1504,1.0
4862,1466,112,2,1,56,0.5
4864,1467,112,2,1,56,0.5
4865,1468,1504,1,1,1504,1.0
4867,1469,114,2,1,64,0.561403508772
4868,1470,46,1,1,46,1.0
4869,1471,56,1,1,56,1.0
4870,1472,1504,1,1,1504,1.0
4871,1473,1455,1,1,1455,1.0
4877,1474,1897,6,2,1618,0.852925672114
4878,1475,1504,1,1,1504,1.0
4883,1476,6085,5,3,4512,0.74149548069
4892,1477,7765,9,4,6016,0.774758531874
4894,1478,112,2,1,56,0.5
4895,1479,1504,1,1,1504,1.0
4896,1480,56,1,1,56,1.0
4898,1481,442,2,1,376,0.850678733032
4901,1482,156,3,1,56,0.358974358974
4902,1483,1504,1,1,1504,1.0
4910,1484,7720,8,3,4512,0.584455958549
4912,1485,1560,2,1,1504,0.964102564103
4913,1486,1504,1,1,1504,1.0
4914,1487,56,1,1,56,1.0
4915,1488,1504,1,1,1504,1.0
4918,1489,184,3,1,68,0.369565217391
4919,1490,46,1,1,46,1.0
4925,1491,3155,6,1,1504,0.476703645008
4926,1492,183,1,1,183,1.0
4931,1493,3082,5,1,1504,0.487994808566
4932,1494,1504,1,1,1504,1.0
4935,1495,168,3,1,56,0.333333333333
4936,1496,1454,1,1,1454,1.0
4938,1497,124,2,1,68,0.548387096774
4939,1498,1504,1,1,1504,1.0
4944,1499,3096,5,1,1504,0.485788113695
4949,1500,3160,5,1,1504,0.475949367089
4950,1501,1504,1,1,1504,1.0
4961,1502,5226,11,1,1504,0.28779181018
4963,1503,1560,2,1,1504,0.964102564103
4965,1504,3008,2,1,1504,0.5
4966,1505,1484,1,1,1484,1.0
4974,1506,8080,8,3,3433,0.424876237624
4983,1507,6252,9,1,1504,0.240563019834
4986,1508,2438,3,1,1344,0.551271534044
4987,1509,1504,1,1,1504,1.0
4991,1510,2998,4,1,1488,0.496330887258
4992,1511,56,1,1,56,1.0
4995,1512,1616,3,1,1504,0.930693069307
4999,1513,3722,4,2,2254,0.605588393337
5000,1514,1504,1,1,1504,1.0
5005,1515,3258,5,1,1344,0.412523020258
5010,1516,2850,5,1,1344,0.471578947368
5011,1517,835,1,1,835,1.0
5015,1518,212,4,1,64,0.301886792453
5019,1519,568,4,1,410,0.721830985915
5021,1520,1560,2,1,1504,0.964102564103
5028,1521,5908,7,3,4200,0.710900473934
5029,1522,1504,1,1,1504,1.0
5032,1523,3032,3,1,1504,0.496042216359
5033,1524,1504,1,1,1504,1.0
5034,1525,1504,1,1,1504,1.0
5036,1526,1560,2,1,1504,0.964102564103
5038,1527,1550,2,1,1504,0.970322580645
5039,1528,56,1,1,56,1.0
5044,1529,3211,5,1,1504,0.468389909685
5045,1530,1404,1,1,1404,1.0
5047,1531,96,2,1,50,0.520833333333
5053,1532,4906,6,2,3008,0.61312678353
5054,1533,46,1,1,46,1.0
5055,1534,1504,1,1,1504,1.0
5057,1535,1587,2,1,1504,0.947700063012
5061,1536,1656,4,1,1504,0.908212560386
5062,1537,316,1,1,316,1.0
5067,1538,4514,5,1,1504,0.333185644661
5068,1539,1244,1,1,1244,1.0
5069,1540,1504,1,1,1504,1.0
5072,1541,1606,3,1,1504,0.936488169365
5076,1542,4502,4,1,1504,0.334073745002
5077,1543,56,1,1,56,1.0
5079,1544,2348,2,1,1434,0.61073253833
5082,1545,3052,3,1,1504,0.492791612058
5084,1546,1490,2,1,1444,0.969127516779
5085,1547,314,1,1,314,1.0
5086,1548,1504,1,1,1504,1.0
5088,1549,92,2,1,46,0.5
5089,1550,80,1,1,80,1.0
5092,1551,1822,3,1,1504,0.825466520307
5093,1552,84,1,1,84,1.0
5098,1553,3212,5,1,1504,0.468244084682
5099,1554,92,1,1,92,1.0
5101,1555,1588,2,1,1504,0.947103274559
5102,1556,1504,1,1,1504,1.0
5105,1557,1626,3,1,1504,0.924969249692
5107,1558,1191,2,1,1135,0.952980688497
5108,1559,64,1,1,64,1.0
5109,1560,1504,1,1,1504,1.0
5120,1561,9308,11,4,6016,0.646325741298
5130,1562,3882,10,2,1963,0.505667181865
5131,1563,1504,1,1,1504,1.0
5135,1564,3393,4,1,1504,0.443265546714
5136,1565,1504,1,1,1504,1.0
5137,1566,388,1,1,388,1.0
5138,1567,97,1,1,97,1.0
5140,1568,120,2,1,64,0.533333333333
5141,1569,1504,1,1,1504,1.0
5143,1570,92,2,1,46,0.5
5144,1571,204,1,1,204,1.0
5145,1572,56,1,1,56,1.0
5146,1573,1504,1,1,1504,1.0
5147,1574,46,1,1,46,1.0
5148,1575,1504,1,1,1504,1.0
5149,1576,56,1,1,56,1.0
5150,1577,1370,1,1,1370,1.0
5151,1578,1466,1,1,1466,1.0
5153,1579,1550,2,1,1504,0.970322580645
5154,1580,46,1,1,46,1.0
5156,1581,1560,2,1,1504,0.964102564103
5157,1582,1504,1,1,1504,1.0
5163,1583,5106,6,2,3008,0.58911084998
5166,1584,2314,3,1,1504,0.649956784788
5167,1585,56,1,1,56,1.0
5168,1586,1504,1,1,1504,1.0
5170,1587,1542,2,1,1486,0.963683527886
5171,1588,506,1,1,506,1.0
5172,1589,1486,1,1,1486,1.0
5175,1590,204,3,1,93,0.455882352941
5176,1591,1504,1,1,1504,1.0
5177,1592,1486,1,1,1486,1.0
5178,1593,191,1,1,191,1.0
5179,1594,1486,1,1,1486,1.0
5182,1595,1620,3,1,1504,0.928395061728
5185,1596,1981,3,1,1504,0.75921251893
5188,1597,3212,3,1,1504,0.468244084682
5190,1598,1373,2,1,1317,0.959213401311
5191,1599,1504,1,1,1504,1.0
5192,1600,1504,1,1,1504,1.0
5195,1601,716,3,1,465,0.649441340782
5200,1602,254,5,1,56,0.220472440945
5202,1603,525,2,1,479,0.912380952381
5203,1604,1504,1,1,1504,1.0
5204,1605,52,1,1,52,1.0
5206,1606,260,2,1,204,0.784615384615
5209,1607,2157,3,1,1500,0.695410292072
5210,1608,1504,1,1,1504,1.0
5212,1609,1550,2,1,1504,0.970322580645
5213,1610,46,1,1,46,1.0
5214,1611,52,1,1,52,1.0
5215,1612,56,1,1,56,1.0
5221,1613,2056,6,1,1504,0.731517509728
5222,1614,1496,1,1,1496,1.0
5224,1615,1708,2,1,1504,0.88056206089
5228,1616,1656,4,1,1504,0.908212560386
5229,1617,1504,1,1,1504,1.0
5234,1618,2248,5,1,1496,0.665480427046
5236,1619,1546,2,1,1496,0.96765847348
5237,1620,1504,1,1,1504,1.0
5238,1621,1504,1,1,1504,1.0
5239,1622,56,1,1,56,1.0
5240,1623,56,1,1,56,1.0
5241,1624,1504,1,1,1504,1.0
5243,1625,503,2,1,451,0.89662027833
5244,1626,1504,1,1,1504,1.0
5247,1627,1610,3,1,1504,0.934161490683
5248,1628,56,1,1,56,1.0
5260,1629,10314,12,2,3000,0.290866783013
5265,1630,3176,5,1,1504,0.47355163728
5274,1631,6368,9,4,4604,0.722989949749
5275,1632,1504,1,1,1504,1.0
5276,1633,50,1,1,50,1.0
5284,1634,5402,8,1,1504,0.278415401703
5285,1635,1504,1,1,1504,1.0
5286,1636,1504,1,1,1504,1.0
5290,1637,1652,4,1,1504,0.910411622276
5291,1638,1504,1,1,1504,1.0
5294,1639,3054,3,1,1504,0.492468893255
5298,1640,2998,4,1,1504,0.501667778519
5300,1641,1554,2,1,1504,0.967824967825
5301,1642,84,1,1,84,1.0
5302,1643,1504,1,1,1504,1.0
5303,1644,1504,1,1,1504,1.0
5305,1645,1474,2,1,1424,0.966078697422
5321,1646,11002,16,3,4512,0.410107253227
5322,1647,1504,1,1,1504,1.0
5325,1648,4492,3,2,3008,0.6696349065
5326,1649,1504,1,1,1504,1.0
5330,1650,4554,4,1,1504,0.330259112868
5331,1651,68,1,1,68,1.0
5336,1652,5986,5,1,1504,0.251252923488
5344,1653,6264,8,1,1504,0.240102171137
5346,1654,1446,2,1,1400,0.968188105118
5349,1655,1540,3,1,1400,0.909090909091
5350,1656,1504,1,1,1504,1.0
5351,1657,1504,1,1,1504,1.0
5352,1658,56,1,1,56,1.0
5353,1659,1486,1,1,1486,1.0
5359,1660,4682,6,1,1504,0.321230243486
5363,1661,3118,4,2,3008,0.964720974984
5364,1662,1504,1,1,1504,1.0
5367,1663,3046,3,1,1504,0.493762311228
5373,1664,6069,6,1,1504,0.247816773768
5376,1665,2737,3,1,1504,0.549506759225
5379,1666,162,3,1,56,0.345679012346
5380,1667,52,1,1,52,1.0
5381,1668,46,1,1,46,1.0
5383,1669,1554,2,1,1504,0.967824967825
5384,1670,1504,1,1,1504,1.0
5385,1671,46,1,1,46,1.0
5390,1672,3859,5,1,1504,0.389738274164
5391,1673,1504,1,1,1504,1.0
5392,1674,89,1,1,89,1.0
5407,1675,16124,15,2,3008,0.186554204912
5411,1676,4645,4,1,1504,0.323789020452
5415,1677,5499,4,1,1504,0.273504273504
5417,1678,2896,2,1,1504,0.519337016575
5462,1679,39967,45,4,6016,0.150524182451
5472,1680,9235,10,2,2992,0.323984840282
5475,1681,4512,3,1,1504,0.333333333333
5478,1682,3076,3,2,3008,0.97789336801
5487,1683,6184,9,1,1504,0.243208279431
5488,1684,977,1,1,977,1.0
5490,1685,1583,2,1,1504,0.950094756791
5491,1686,1504,1,1,1504,1.0
5492,1687,1504,1,1,1504,1.0
5496,1688,1654,4,1,1504,0.90931076179
5497,1689,1504,1,1,1504,1.0
5498,1690,1504,1,1,1504,1.0
5502,1691,414,4,1,240,0.579710144928
5505,1692,1652,3,1,1504,0.910411622276
5515,1693,4518,10,1,1504,0.332890659584
5516,1694,56,1,1,56,1.0
5525,1695,7684,9,1,1504,0.195731389901
5527,1696,2593,2,1,1504,0.580023139221
5532,1697,4664,5,1,1504,0.322469982847
5533,1698,1504,1,1,1504,1.0
5536,1699,1528,3,1,1404,0.918848167539
5549,1700,8241,13,1,1504,0.182502123529
5554,1701,3332,5,1,1504,0.451380552221
5555,1702,1504,1,1,1504,1.0
5563,1703,6364,8,1,1504,0.236329352608
5573,1704,6367,10,1,1504,0.236217999058
5574,1705,1504,1,1,1504,1.0
5575,1706,1504,1,1,1504,1.0
5577,1707,1560,2,1,1504,0.964102564103
5581,1708,221,4,2,112,0.506787330317
5583,1709,106,2,1,56,0.528301886792
5587,1710,1660,4,1,1504,0.906024096386
5589,1711,2448,2,1,1504,0.614379084967
5590,1712,1486,1,1,1486,1.0
5591,1713,1504,1,1,1504,1.0
5600,1714,7508,9,1,1504,0.20031965903
5601,1715,1504,1,1,1504,1.0
5607,1716,4373,6,1,1504,0.343928653099
5609,1717,969,2,1,913,0.942208462332
5610,1718,1504,1,1,1504,1.0
5618,1719,4776,8,1,1504,0.314907872697
5619,1720,56,1,1,56,1.0
5622,1721,4512,3,1,1504,0.333333333333
5623,1722,1048,1,1,1048,1.0
5627,1723,3168,4,1,1504,0.474747474747
5628,1724,1504,1,1,1504,1.0
5629,1725,1504,1,1,1504,1.0
5631,1726,1550,2,1,1504,0.970322580645
5634,1727,154,3,1,62,0.402597402597
5635,1728,1504,1,1,1504,1.0
5637,1729,1560,2,1,1504,0.964102564103
5640,1730,1504,3,1,1363,0.90625
5641,1731,1504,1,1,1504,1.0
5646,1732,5931,5,1,1504,0.253582869668
5654,1733,8564,8,1,1504,0.175618869687
5660,1734,4783,6,1,1504,0.314446999791
5661,1735,305,1,1,305,1.0
5663,1736,3008,2,1,1504,0.5
5667,1737,4562,4,2,3008,0.659359929855
5668,1738,1504,1,1,1504,1.0
5673,1739,3664,5,1,1504,0.410480349345
5674,1740,56,1,1,56,1.0
5676,1741,106,2,1,56,0.528301886792
5680,1742,4513,4,1,1504,0.333259472635
5681,1743,60,1,1,60,1.0
5683,1744,1550,2,1,1504,0.970322580645
5686,1745,1616,3,1,1504,0.930693069307
5688,1746,144,2,1,94,0.652777777778
5689,1747,1504,1,1,1504,1.0
5690,1748,1504,1,1,1504,1.0
5692,1749,1698,2,1,1504,0.885747938751
5693,1750,1504,1,1,1504,1.0
5698,1751,3223,5,2,1601,0.496742165684
5699,1752,46,1,1,46,1.0
5704,1753,3202,5,1,1504,0.469706433479
5706,1754,96,2,1,50,0.520833333333
5707,1755,1504,1,1,1504,1.0
5709,1756,112,2,2,112,1.0
5716,1757,2381,7,1,1504,0.631667366653
5718,1758,1579,2,1,1504,0.952501583281
5724,1759,2217,6,1,1504,0.678394226432
5725,1760,1504,1,1,1504,1.0
5726,1761,1400,1,1,1400,1.0
5739,1762,8190,13,1,1504,0.183638583639
5742,1763,3058,3,1,1504,0.491824722041
5745,1764,1624,3,1,1504,0.926108374384
5746,1765,1504,1,1,1504,1.0
5749,1766,158,3,1,56,0.354430379747
5753,1767,1191,4,1,909,0.76322418136
5754,1768,1504,1,1,1504,1.0
5755,1769,877,1,1,877,1.0
5758,1770,1339,3,1,1237,0.923823749066
5760,1771,110,2,1,64,0.581818181818
5761,1772,56,1,1,56,1.0
5762,1773,1500,1,1,1500,1.0
5766,1774,1705,4,1,1500,0.879765395894
5767,1775,56,1,1,56,1.0
5770,1776,2735,3,1,1504,0.549908592322
5773,1777,1874,3,1,1504,0.802561366062
5776,1778,2631,3,1,1504,0.571645762068
5777,1779,50,1,1,50,1.0
5778,1780,1363,1,1,1363,1.0
5779,1781,46,1,1,46,1.0
5782,1782,152,3,1,56,0.368421052632
5783,1783,1089,1,1,1089,1.0
5784,1784,204,1,1,204,1.0
5788,1785,1598,4,1,1424,0.891113892365
5789,1786,1424,1,1,1424,1.0
5792,1787,1618,3,1,1504,0.929542645241
5796,1788,3627,4,2,2848,0.785221946512
5798,1789,1521,2,1,1424,0.936226166995
5803,1790,4303,5,2,2848,0.661863815942
5807,1791,2946,4,2,2848,0.966734555329
5809,1792,2924,2,1,1500,0.512995896033
5820,1793,5657,11,2,3000,0.530316422132
5822,1794,124,2,1,68,0.548387096774
5823,1795,1504,1,1,1504,1.0
5825,1796,152,2,2,152,1.0
5830,1797,3178,5,1,1504,0.473253618628
5831,1798,987,1,1,987,1.0
5832,1799,125,1,1,125,1.0
5834,1800,112,2,1,56,0.5
5836,1801,102,2,1,56,0.549019607843
5837,1802,1024,1,1,1024,1.0
5838,1803,46,1,1,46,1.0
5840,1804,134,2,1,82,0.611940298507
5841,1805,68,1,1,68,1.0
5846,1806,4594,5,2,2988,0.650413582934
5847,1807,50,1,1,50,1.0
5855,1808,3392,8,2,2848,0.839622641509
5864,1809,9235,9,4,5696,0.616783974012
5866,1810,2787,2,1,1424,0.510943667025
5873,1811,4546,7,1,1504,0.330840299164
5884,1812,9029,11,1,1504,0.16657437147
5892,1813,6095,8,1,1504,0.246759639048
5893,1814,1504,1,1,1504,1.0
5894,1815,1504,1,1,1504,1.0
5895,1816,1504,1,1,1504,1.0
5896,1817,56,1,1,56,1.0
5902,1818,5683,6,1,1504,0.264648953018
5905,1819,1610,3,1,1504,0.934161490683
5912,1820,6554,7,2,1651,0.251907232225
5915,1821,3064,3,1,1504,0.490861618799
5916,1822,46,1,1,46,1.0
5917,1823,56,1,1,56,1.0
5918,1824,647,1,1,647,1.0
5926,1825,5394,8,1,1504,0.278828327772
5928,1826,1290,2,1,1244,0.964341085271
5929,1827,1504,1,1,1504,1.0
5940,1828,7527,11,2,2335,0.31021655374
5945,1829,3970,5,1,1504,0.378841309824
5946,1830,1454,1,1,1454,1.0
5947,1831,56,1,1,56,1.0
5955,1832,3348,8,1,1504,0.449223416965
5956,1833,1454,1,1,1454,1.0
5959,1834,3064,3,1,1504,0.490861618799
5961,1835,584,2,1,538,0.921232876712
5967,1836,6107,6,1,1504,0.246274766661
5968,1837,57,1,1,57,1.0
5979,1838,10518,11,2,1713,0.162863662293
5982,1839,4073,3,1,1504,0.369260986987
5989,1840,6821,7,1,1504,0.220495528515
5990,1841,46,1,1,46,1.0
5992,1842,211,2,1,161,0.763033175355
5993,1843,1504,1,1,1504,1.0
5996,1844,234,3,1,113,0.482905982906
5997,1845,1504,1,1,1504,1.0
5998,1846,56,1,1,56,1.0
5999,1847,358,1,1,358,1.0
6000,1848,1504,1,1,1504,1.0
6004,1849,1741,4,1,1504,0.863871338311
6005,1850,1444,1,1,1444,1.0
6007,1851,124,2,1,68,0.548387096774
6008,1852,1504,1,1,1504,1.0
6013,1853,3216,5,1,1504,0.467661691542
6014,1854,56,1,1,56,1.0
6016,1855,100,2,2,100,1.0
6017,1856,1504,1,1,1504,1.0
6019,1857,1145,2,1,1089,0.951091703057
6021,1858,102,2,1,56,0.549019607843
6022,1859,64,1,1,64,1.0
6029,1860,1952,7,1,1504,0.770491803279
6030,1861,1504,1,1,1504,1.0
6031,1862,1504,1,1,1504,1.0
6035,1863,1482,4,1,1312,0.885290148448
6040,1864,3961,5,1,1504,0.37970209543
6041,1865,814,1,1,814,1.0
6042,1866,1504,1,1,1504,1.0
6043,1867,1504,1,1,1504,1.0
6045,1868,475,2,1,419,0.882105263158
6047,1869,124,2,1,68,0.548387096774
6054,1870,3333,7,1,1504,0.451245124512
6055,1871,1504,1,1,1504,1.0
6056,1872,1504,1,1,1504,1.0
6057,1873,56,1,1,56,1.0
6061,1874,3147,4,1,1504,0.477915475056
6067,1875,6136,6,2,3008,0.490221642764
6070,1876,1616,3,1,1504,0.930693069307
6071,1877,56,1,1,56,1.0
6074,1878,1632,3,1,1504,0.921568627451
6075,1879,1504,1,1,1504,1.0
6076,1880,72,1,1,72,1.0
6077,1881,1504,1,1,1504,1.0
6080,1882,158,3,1,56,0.354430379747
6083,1883,1661,3,1,1504,0.905478627333
6085,1884,120,2,1,64,0.533333333333
6086,1885,56,1,1,56,1.0
6092,1886,3230,6,1,1504,0.465634674923
6093,1887,50,1,1,50,1.0
6096,1888,3741,3,2,2237,0.597968457632
6098,1889,128,2,2,128,1.0
6099,1890,187,1,1,187,1.0
6102,1891,1624,3,1,1504,0.926108374384
6103,1892,1278,1,1,1278,1.0
6105,1893,104,2,2,104,1.0
6114,1894,9202,9,2,3008,0.326885459683
6119,1895,3276,5,1,1504,0.459096459096
6123,1896,368,4,1,210,0.570652173913
6124,1897,1504,1,1,1504,1.0
6125,1898,1504,1,1,1504,1.0
6127,1899,1523,2,1,1454,0.95469468155
6128,1900,1504,1,1,1504,1.0
6133,1901,2105,5,1,1504,0.714489311164
6134,1902,1504,1,1,1504,1.0
6135,1903,56,1,1,56,1.0
6139,1904,4588,4,1,1504,0.32781168265
6140,1905,52,1,1,52,1.0
6144,1906,661,4,1,458,0.692889561271
6150,1907,4680,6,1,1504,0.321367521368
6152,1908,1552,2,1,1496,0.963917525773
6153,1909,1504,1,1,1504,1.0
6163,1910,5683,10,1,1504,0.264648953018
6164,1911,68,1,1,68,1.0
6170,1912,4660,6,1,1504,0.322746781116
6171,1913,881,1,1,881,1.0
6172,1914,1504,1,1,1504,1.0
6178,1915,4845,6,1,1504,0.310423116615
6179,1916,46,1,1,46,1.0
6182,1917,3064,3,1,1504,0.490861618799
6193,1918,9606,11,2,3008,0.313137622319
6194,1919,1504,1,1,1504,1.0
6197,1920,3058,3,1,1504,0.491824722041
6201,1921,3120,4,1,1504,0.482051282051
6207,1922,4670,6,2,3008,0.644111349036
6208,1923,1504,1,1,1504,1.0
6213,1924,4456,5,1,1504,0.337522441652
6216,1925,1606,3,1,1504,0.936488169365
6223,1926,9010,7,2,3008,0.33385127636
6273,1927,62267,50,19,28576,0.458926879406
6297,1928,21602,24,5,7520,0.348115915193
6298,1929,1504,1,1,1504,1.0
6317,1930,10502,19,2,2808,0.267377642354
6321,1931,3159,4,1,1504,0.476100031656
6322,1932,46,1,1,46,1.0
6323,1933,1504,1,1,1504,1.0
6324,1934,1504,1,1,1504,1.0
6325,1935,1504,1,1,1504,1.0
6326,1936,1504,1,1,1504,1.0
6328,1937,102,2,1,56,0.549019607843
6332,1938,268,4,1,110,0.410447761194
6333,1939,46,1,1,46,1.0
6334,1940,1504,1,1,1504,1.0
6335,1941,1504,1,1,1504,1.0
6337,1942,126,2,1,76,0.603174603175
6339,1943,106,2,1,56,0.528301886792
6341,1944,1550,2,1,1504,0.970322580645
6342,1945,1444,1,1,1444,1.0
6343,1946,1504,1,1,1504,1.0
6346,1947,164,3,1,62,0.378048780488
6358,1948,5018,12,1,1504,0.299721004384
6359,1949,81,1,1,81,1.0
6360,1950,1504,1,1,1504,1.0
6361,1951,68,1,1,68,1.0
6363,1952,1560,2,1,1504,0.964102564103
6364,1953,1504,1,1,1504,1.0
6371,1954,1890,7,1,1504,0.795767195767
6372,1955,1504,1,1,1504,1.0
6373,1956,56,1,1,56,1.0
6376,1957,1604,3,1,1504,0.937655860349
6377,1958,1504,1,1,1504,1.0
6378,1959,1504,1,1,1504,1.0
6379,1960,1504,1,1,1504,1.0
6381,1961,1508,2,1,1424,0.944297082228
6383,1962,1560,2,1,1504,0.964102564103
6384,1963,1504,1,1,1504,1.0
6386,1964,1550,2,1,1504,0.970322580645
6393,1965,3290,7,1,1504,0.457142857143
6395,1966,1568,2,1,1504,0.959183673469
6396,1967,56,1,1,56,1.0
6397,1968,1504,1,1,1504,1.0
6399,1969,210,2,1,154,0.733333333333
6402,1970,1739,3,1,1504,0.864864864865
6404,1971,832,2,1,782,0.939903846154
6409,1972,2109,5,1,1504,0.713134186818
6412,1973,1610,3,1,1504,0.934161490683
6413,1974,1504,1,1,1504,1.0
6414,1975,56,1,1,56,1.0
6415,1976,1504,1,1,1504,1.0
6416,1977,46,1,1,46,1.0
6420,1978,2593,4,1,1504,0.580023139221
6422,1979,3008,2,1,1504,0.5
6423,1980,1504,1,1,1504,1.0
6424,1981,1504,1,1,1504,1.0
6427,1982,315,3,1,203,0.644444444444
6429,1983,1550,2,1,1504,0.970322580645
6430,1984,1504,1,1,1504,1.0
6432,1985,106,2,1,56,0.528301886792
6435,1986,3064,3,1,1504,0.490861618799
6442,1987,1966,7,1,1504,0.76500508647
6447,1988,1731,5,1,1504,0.868861929521
6448,1989,1504,1,1,1504,1.0
6451,1990,1391,3,1,1291,0.928109273904
6462,1991,6440,11,1,1504,0.233540372671
6463,1992,56,1,1,56,1.0
6465,1993,1560,2,1,1504,0.964102564103
6466,1994,1504,1,1,1504,1.0
6468,1995,2552,2,1,1504,0.58934169279
6471,1996,1639,3,1,1504,0.917632702868
6472,1997,1504,1,1,1504,1.0
6473,1998,1504,1,1,1504,1.0
6474,1999,52,1,1,52,1.0
6475,2000,354,1,1,354,1.0
6476,2001,1142,1,1,1142,1.0
6479,2002,1636,3,1,1504,0.919315403423
6485,2003,1798,6,1,1504,0.836484983315
6486,2004,56,1,1,56,1.0
6487,2005,1504,1,1,1504,1.0
6488,2006,1320,1,1,1320,1.0
6491,2007,4512,3,2,3008,0.666666666667
6492,2008,1504,1,1,1504,1.0
6493,2009,1504,1,1,1504,1.0
6494,2010,52,1,1,52,1.0
6501,2011,5336,7,2,2125,0.39823838081
6502,2012,1504,1,1,1504,1.0
6513,2013,5411,11,2,2021,0.373498429126
6520,2014,5402,7,2,2416,0.44724176231
6521,2015,1504,1,1,1504,1.0
6525,2016,2023,4,1,1504,0.743450321305
6528,2017,1624,3,1,1504,0.926108374384
6536,2018,2843,8,1,1459,0.513190291945
6537,2019,56,1,1,56,1.0
6545,2020,3354,8,1,1504,0.448419797257
6548,2021,1628,3,1,1504,0.923832923833
6549,2022,1504,1,1,1504,1.0
6551,2023,619,2,1,551,0.8901453958
6552,2024,46,1,1,46,1.0
6553,2025,113,1,1,113,1.0
6554,2026,56,1,1,56,1.0
6555,2027,46,1,1,46,1.0
6556,2028,87,1,1,87,1.0
6559,2029,146,3,1,50,0.342465753425
6561,2030,701,2,1,645,0.920114122682
6562,2031,1504,1,1,1504,1.0
6565,2032,172,3,1,76,0.441860465116
6570,2033,2600,5,2,1766,0.679230769231
6571,2034,64,1,1,64,1.0
6573,2035,112,2,1,56,0.5
6574,2036,47,1,1,47,1.0
6576,2037,114,2,1,68,0.59649122807
6577,2038,46,1,1,46,1.0
6578,2039,1444,1,1,1444,1.0
6579,2040,280,1,1,280,1.0
6581,2041,143,2,1,97,0.678321678322
6582,2042,46,1,1,46,1.0
6583,2043,1291,1,1,1291,1.0
6585,2044,106,2,1,56,0.528301886792
6586,2045,50,1,1,50,1.0
6588,2046,112,2,1,56,0.5
6592,2047,346,4,1,204,0.589595375723
6593,2048,64,1,1,64,1.0
6595,2049,120,2,1,64,0.533333333333
6596,2050,56,1,1,56,1.0
6598,2051,132,2,1,76,0.575757575758
6599,2052,1424,1,1,1424,1.0
6603,2053,1602,4,1,1424,0.888888888889
6604,2054,1504,1,1,1504,1.0
6605,2055,1424,1,1,1424,1.0
6608,2056,1520,3,1,1424,0.936842105263
6609,2057,1424,1,1,1424,1.0
6610,2058,1504,1,1,1504,1.0
6611,2059,1504,1,1,1504,1.0
6613,2060,2848,2,2,2848,1.0
